trustee_id,trustee_name,trustee_total_tships,regno
2942488,Janet O'connor,8,224271
2942488,Janet O'connor,8,1178557
2942488,Janet O'connor,8,500198
2942488,Janet O'connor,8,235916
2942488,Janet O'connor,8,235916
2942488,Janet O'connor,8,500198
2942488,Janet O'connor,8,500198
2942488,Janet O'connor,8,224271
2942488,Janet O'connor,8,1178557
2942488,Janet O'connor,8,1178557
2942488,Janet O'connor,8,224727
2942488,Janet O'connor,8,235916
2942488,Janet O'connor,8,508829
2942488,Janet O'connor,8,225116
2942488,Janet O'connor,8,1178557
2942488,Janet O'connor,8,508829
2942488,Janet O'connor,8,249657
2942488,Janet O'connor,8,508829
2942488,Janet O'connor,8,225116
2942488,Janet O'connor,8,249657
2942488,Janet O'connor,8,224727
2942488,Janet O'connor,8,225116
2942488,Janet O'connor,8,224727
2942488,Janet O'connor,8,249657
2942488,Janet O'connor,8,1178557
2942488,Janet O'connor,8,224271
2942488,Janet O'connor,8,224271
2942488,Janet O'connor,8,224727
2942488,Janet O'connor,8,224271
2942488,Janet O'connor,8,500198
2942488,Janet O'connor,8,224727
2945399,Phillip Steel Blinkhorn,2,249424
2945399,Phillip Steel Blinkhorn,2,526235
2945399,Phillip Steel Blinkhorn,2,249424
2946991,Nigel Peter Barnes,2,1044759
2946991,Nigel Peter Barnes,2,235313
2946991,Nigel Peter Barnes,2,235313
2960737,Gary Walczak,4,1148331
2960737,Gary Walczak,4,530002
2960737,Gary Walczak,4,1175173
2960737,Gary Walczak,4,1085724
2961781,John Longsden,4,504523
2961781,John Longsden,4,215728
2961781,John Longsden,4,215728
2961781,John Longsden,4,1166318
2961781,John Longsden,4,1166318
2961781,John Longsden,4,1167087
2961781,John Longsden,4,1167087
2961781,John Longsden,4,504523
2961781,John Longsden,4,1167087
2961781,John Longsden,4,1166318
2961781,John Longsden,4,215728
2961781,John Longsden,4,504523
2961781,John Longsden,4,215728
2969196,Jeremy Deller,2,1113902
2969196,Jeremy Deller,2,1071167
2970417,Professor John Garside CBE Dsc,3,1064129
2970417,Professor John Garside CBE Dsc,3,1137379
2970417,Professor John Garside CBE Dsc,3,224015
2980414,Rosemary O'connell,2,1161043
2980414,Rosemary O'connell,2,252115
2989272,Rev Anne Pilkington,2,1142217
2989272,Rev Anne Pilkington,2,1147596
2989272,Rev Anne Pilkington,2,1142217
2989482,Alan Rivett,3,1165639
2989482,Alan Rivett,3,271414
2989482,Alan Rivett,3,1149979
2991310,Claire Evans,2,1133626
2991310,Claire Evans,2,1120745
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,526660
3004330,The Very Rev Rogers Govender,11,1090859
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,526054
3004330,The Very Rev Rogers Govender,11,504744
3004330,The Very Rev Rogers Govender,11,526407
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,1160268
3004330,The Very Rev Rogers Govender,11,526235
3004330,The Very Rev Rogers Govender,11,1148698
3004330,The Very Rev Rogers Govender,11,309714
3004330,The Very Rev Rogers Govender,11,526702
3004330,The Very Rev Rogers Govender,11,251259
3004330,The Very Rev Rogers Govender,11,526235
3006973,"Dr Erinma Bell Mbe, DL",4,1135067
3006973,"Dr Erinma Bell Mbe, DL",4,1175945
3006973,"Dr Erinma Bell Mbe, DL",4,1175945
3006973,"Dr Erinma Bell Mbe, DL",4,1065028
3006973,"Dr Erinma Bell Mbe, DL",4,1132944
3006973,"Dr Erinma Bell Mbe, DL",4,1065028
3006973,"Dr Erinma Bell Mbe, DL",4,1135067
3007171,Dr Hilary Claire Tucker OBE,4,702194
3007171,Dr Hilary Claire Tucker OBE,4,305989
3007171,Dr Hilary Claire Tucker OBE,4,1186412
3007171,Dr Hilary Claire Tucker OBE,4,1172087
3014205,Philip Richard Hogben,2,1017504
3014205,Philip Richard Hogben,2,1038063
3015677,Rev Fiona Thomas,3,1082375
3015677,Rev Fiona Thomas,3,1099075
3015677,Rev Fiona Thomas,3,287816
3015753,Richard George Dyson,4,504542
3015753,Richard George Dyson,4,1049067
3015753,Richard George Dyson,4,1011293
3015753,Richard George Dyson,4,504542
3015753,Richard George Dyson,4,326279
3015753,Richard George Dyson,4,1011293
3015753,Richard George Dyson,4,326279
3016679,Peter Malcolm Mearns,4,1121007
3016679,Peter Malcolm Mearns,4,1121276
3016679,Peter Malcolm Mearns,4,700862
3016679,Peter Malcolm Mearns,4,1056743
3025825,Rev Charles Kwaku-Odoi,5,1118094
3025825,Rev Charles Kwaku-Odoi,5,1142462
3025825,Rev Charles Kwaku-Odoi,5,1118094
3025825,Rev Charles Kwaku-Odoi,5,1177357
3025825,Rev Charles Kwaku-Odoi,5,1145921
3025825,Rev Charles Kwaku-Odoi,5,1118094
3025825,Rev Charles Kwaku-Odoi,5,1145921
3025825,Rev Charles Kwaku-Odoi,5,1144161
3025825,Rev Charles Kwaku-Odoi,5,1177357
3025825,Rev Charles Kwaku-Odoi,5,1144161
3025825,Rev Charles Kwaku-Odoi,5,1177357
3025825,Rev Charles Kwaku-Odoi,5,1145921
3025825,Rev Charles Kwaku-Odoi,5,1177357
3025825,Rev Charles Kwaku-Odoi,5,1144161
3025825,Rev Charles Kwaku-Odoi,5,1142462
3025825,Rev Charles Kwaku-Odoi,5,1142462
3025825,Rev Charles Kwaku-Odoi,5,1118094
3037888,Hassan Raza Permanent,2,519577
3037888,Hassan Raza Permanent,2,1152267
3048411,Ari Roth,3,1155312
3048411,Ari Roth,3,326634
3048411,Ari Roth,3,1118816
3051665,Jane Murphy,2,1124460
3051665,Jane Murphy,2,504132
3055575,Rt Rev Foster Holy Doe,3,1148159
3055575,Rt Rev Foster Holy Doe,3,1180122
3055575,Rt Rev Foster Holy Doe,3,1094739
3063819,Pastor Nathaniel Ogundipe,4,1176703
3063819,Pastor Nathaniel Ogundipe,4,1180471
3063819,Pastor Nathaniel Ogundipe,4,1151064
3063819,Pastor Nathaniel Ogundipe,4,1153958
3066592,Joan Neary,2,1055192
3066592,Joan Neary,2,1085709
3072486,Iain Spencer,2,1119622
3072486,Iain Spencer,2,1168350
3075787,Colin Hardicre,3,1180339
3075787,Colin Hardicre,3,1081467
3075787,Colin Hardicre,3,1180339
3075787,Colin Hardicre,3,1081467
3075787,Colin Hardicre,3,1147287
3076926,Dr David Hill,3,526407
3076926,Dr David Hill,3,526054
3076926,Dr David Hill,3,526702
3076926,Dr David Hill,3,526054
3076926,Dr David Hill,3,526054
3076926,Dr David Hill,3,526407
3076926,Dr David Hill,3,526702
3077218,Paul Anthony Simpson,3,1126141
3077218,Paul Anthony Simpson,3,1174723
3077218,Paul Anthony Simpson,3,1174723
3077218,Paul Anthony Simpson,3,1043019
3077218,Paul Anthony Simpson,3,1126141
3077218,Paul Anthony Simpson,3,1043019
3077218,Paul Anthony Simpson,3,1043019
3099092,Moishe Clifton,2,1089467
3099092,Moishe Clifton,2,1121373
3115352,Dr Mark Edward Gant,3,1134366
3115352,Dr Mark Edward Gant,3,1138016
3115352,Dr Mark Edward Gant,3,1121048
3117313,Rev Joanna Helen Farnworth,2,249424
3117313,Rev Joanna Helen Farnworth,2,503258
3117315,Rev David Roy Penny,3,1143492
3117315,Rev David Roy Penny,3,1064939
3117315,Rev David Roy Penny,3,249424
3117315,Rev David Roy Penny,3,1143492
3117315,Rev David Roy Penny,3,249424
3125156,David Mckeith,3,223882
3125156,David Mckeith,3,223882
3125156,David Mckeith,3,1040342
3125156,David Mckeith,3,223882
3125156,David Mckeith,3,286145
3125156,David Mckeith,3,286145
3125156,David Mckeith,3,1040342
3134368,Sharman Birtles,8,249657
3134368,Sharman Birtles,8,1040579
3134368,Sharman Birtles,8,224727
3134368,Sharman Birtles,8,224727
3134368,Sharman Birtles,8,221248
3134368,Sharman Birtles,8,225116
3134368,Sharman Birtles,8,1040579
3134368,Sharman Birtles,8,224271
3134368,Sharman Birtles,8,249657
3134368,Sharman Birtles,8,224271
3134368,Sharman Birtles,8,221248
3134368,Sharman Birtles,8,224271
3134368,Sharman Birtles,8,221248
3134368,Sharman Birtles,8,225116
3134368,Sharman Birtles,8,515341
3134368,Sharman Birtles,8,1175457
3134368,Sharman Birtles,8,1175457
3134368,Sharman Birtles,8,249657
3134368,Sharman Birtles,8,515341
3134368,Sharman Birtles,8,1175457
3134368,Sharman Birtles,8,515341
3134368,Sharman Birtles,8,225116
3134368,Sharman Birtles,8,1040579
3134368,Sharman Birtles,8,224727
3134368,Sharman Birtles,8,224727
3134368,Sharman Birtles,8,225116
3134368,Sharman Birtles,8,224727
3134368,Sharman Birtles,8,515341
3134368,Sharman Birtles,8,224271
3134368,Sharman Birtles,8,1175457
3134368,Sharman Birtles,8,221248
3134368,Sharman Birtles,8,221248
3134368,Sharman Birtles,8,1175457
3134368,Sharman Birtles,8,1040579
3134368,Sharman Birtles,8,224271
3134368,Sharman Birtles,8,249657
3136886,Matthew Henry James Wattis,3,1031031
3136886,Matthew Henry James Wattis,3,1149675
3136886,Matthew Henry James Wattis,3,1168135
3145958,Yaakov Menachem Salomon,2,235459
3145958,Yaakov Menachem Salomon,2,1130388
3147995,Mark James Fitzgibbon,3,1122063
3147995,Mark James Fitzgibbon,3,1062333
3147995,Mark James Fitzgibbon,3,1056041
3148188,Morris Saleh,2,278912
3148188,Morris Saleh,2,1122073
3156499,Mark Taylor,2,1153033
3156499,Mark Taylor,2,1113542
3163145,Sylvester Rukani,2,1150112
3163145,Sylvester Rukani,2,1110963
3163480,Michael Gerard O'connor,2,1040342
3163480,Michael Gerard O'connor,2,1134580
3163480,Michael Gerard O'connor,2,1040342
3166609,Christine Millinyu,2,1161065
3166609,Christine Millinyu,2,1065028
3177060,Kerren Daly,2,1112504
3177060,Kerren Daly,2,1048990
3177855,Ian Charles Stewart Ritchie,3,289324
3177855,Ian Charles Stewart Ritchie,3,1136295
3177855,Ian Charles Stewart Ritchie,3,1142138
3178354,Keith David Nelson,2,1110783
3178354,Keith David Nelson,2,1110783
3178354,Keith David Nelson,2,1122656
3179455,Brendon Batson OBE,2,1113542
3179455,Brendon Batson OBE,2,1113542
3179455,Brendon Batson OBE,2,1150458
3180032,Amjad Hamza,3,1184519
3180032,Amjad Hamza,3,1167415
3180032,Amjad Hamza,3,1122709
3180367,Michael John Askew,2,1144615
3180367,Michael John Askew,2,1161460
3183280,Graham Webb,2,1001134
3183280,Graham Webb,2,1081184
3191468,Jane Game,2,529910
3191468,Jane Game,2,1160647
3193891,Dr Addy Lazz-Onyenobi JP,2,1067108
3193891,Dr Addy Lazz-Onyenobi JP,2,1067108
3193891,Dr Addy Lazz-Onyenobi JP,2,1075020
3202858,Rabnawaz Akbar,2,1183925
3202858,Rabnawaz Akbar,2,1119384
3204524,Dr Simon Geoffrey Williams,2,1075720
3204524,Dr Simon Geoffrey Williams,2,801760
3218245,John Cove,4,1113542
3218245,John Cove,4,1107625
3218245,John Cove,4,1015550
3218245,John Cove,4,1123762
3220427,Adedapo Abimbola Oke,2,1131181
3220427,Adedapo Abimbola Oke,2,1111993
3222231,Christopher Bishop,2,1098176
3222231,Christopher Bishop,2,1100469
3227935,Yun Liem,2,1092536
3227935,Yun Liem,2,1092291
3227935,Yun Liem,2,1092291
3234157,Andrew Graystone,2,526675
3234157,Andrew Graystone,2,502610
3235131,Michael Oglesby,3,526407
3235131,Michael Oglesby,3,526054
3235131,Michael Oglesby,3,526702
3235131,Michael Oglesby,3,526054
3235131,Michael Oglesby,3,526702
3235131,Michael Oglesby,3,526407
3235131,Michael Oglesby,3,526054
3235132,Lord Lieutenant Warren Smith,2,515327
3235132,Lord Lieutenant Warren Smith,2,1008295
3239208,May Tha-Hla,2,1124774
3239208,May Tha-Hla,2,1160640
3245613,Jonathan Mark Falkingham,2,1129007
3245613,Jonathan Mark Falkingham,2,1125009
3246217,James Osborne,3,1151957
3246217,James Osborne,3,1079042
3246217,James Osborne,3,1122461
3247656,Jane Sullivan,2,1125132
3247656,Jane Sullivan,2,1143531
3267898,Professor Jonathan Freeman-Attwood CBE,7,1108731
3267898,Professor Jonathan Freeman-Attwood CBE,7,1003042
3267898,Professor Jonathan Freeman-Attwood CBE,7,313360
3267898,Professor Jonathan Freeman-Attwood CBE,7,1031783
3267898,Professor Jonathan Freeman-Attwood CBE,7,1104788
3267898,Professor Jonathan Freeman-Attwood CBE,7,1162347
3267898,Professor Jonathan Freeman-Attwood CBE,7,803266
3269781,Jacob Patheparambil,2,1132057
3269781,Jacob Patheparambil,2,1125914
3287760,Rev Geevarghese Thandayath,3,1162484
3287760,Rev Geevarghese Thandayath,3,1159649
3287760,Rev Geevarghese Thandayath,3,1126394
3287816,Jacob Koshy,2,1159649
3287816,Jacob Koshy,2,1126394
3303289,John Holme,2,1161295
3303289,John Holme,2,1028627
3307842,Vijay Andrew Kumar Srivastava Llb,2,526636
3307842,Vijay Andrew Kumar Srivastava Llb,2,328659
3309337,Dr Joyce Kennedy,2,1123968
3309337,Dr Joyce Kennedy,2,1143295
3322571,Donald Bancroft FCA,3,507162
3322571,Donald Bancroft FCA,3,228916
3322571,Donald Bancroft FCA,3,234651
3322571,Donald Bancroft FCA,3,507162
3322571,Donald Bancroft FCA,3,228916
3322571,Mr Don Bancroft FCA,3,234651
3322571,Mr Don Bancroft FCA,3,228916
3329703,Sally Yeoman,2,1177030
3329703,Sally Yeoman,2,1081654
3343610,Dr Muntasir Fayez Al-Hamad,2,1136297
3343610,Dr Muntasir Fayez Al-Hamad,2,327233
3350565,Valerie Jane Bayliss-Brideaux,2,1112504
3350565,Valerie Jane Bayliss-Brideaux,2,1112504
3350565,Valerie Jane Bayliss-Brideaux,2,1158360
3358647,Edith Conn OBE JP DL,4,1155225
3358647,Edith Conn OBE JP DL,4,219370
3358647,Edith Conn OBE JP DL,4,227864
3358647,Edith Conn OBE JP DL,4,1040579
3359253,The Ven Cherry Elizabeth Vann,2,249424
3359253,The Ven Cherry Elizabeth Vann,2,1064939
3359253,The Ven Cherry Elizabeth Vann,2,249424
3360193,Mr Peter Fell,2,1158509
3360193,Mr Peter Fell,2,1098825
3364054,Dr Alexander Adeojo Oluwasakin,3,1136293
3364054,Dr Alexander Adeojo Oluwasakin,3,1128194
3364054,Dr Alexander Adeojo Oluwasakin,3,1157177
3371313,Geoffrey Frank Tattersall MA Qc,2,1132861
3371313,Geoffrey Frank Tattersall MA Qc,2,529876
3374892,Azra Ali,2,223882
3374892,Azra Ali,2,1169272
3374892,Azra Ali,2,223882
3385416,Jennifer Mary Went,3,1157268
3385416,Jennifer Mary Went,3,1135067
3385416,Jennifer Mary Went,3,1129635
3385894,The Right Reverend Mark Davies,7,249424
3385894,The Right Reverend Mark Davies,7,249424
3385894,The Right Reverend Mark Davies,7,249424
3385894,The Right Reverend Mark Davies,7,1142426
3385894,The Right Reverend Mark Davies,7,1167704
3385894,The Right Reverend Mark Davies,7,503258
3385894,The Right Reverend Mark Davies,7,701798
3385894,The Right Reverend Mark Davies,7,526647
3385894,The Right Reverend Mark Davies,7,503258
3385894,The Right Reverend Mark Davies,7,526647
3385894,The Right Reverend Mark Davies,7,1167704
3385894,The Right Reverend Mark Davies,7,530002
3385894,The Right Reverend Mark Davies,7,526647
3385894,The Right Reverend Mark Davies,7,701798
3385894,The Right Reverend Mark Davies,7,1142426
3385894,The Right Reverend Mark Davies,7,1142426
3385894,The Right Reverend Mark Davies,7,701798
3385894,The Right Reverend Mark Davies,7,503258
3385894,The Right Reverend Mark Davies,7,530002
3389868,Seena Sekaleshfar,2,1169996
3389868,Seena Sekaleshfar,2,1080301
3400078,Diane Eaton,2,1099847
3400078,Diane Eaton,2,1171084
3404730,Revd Derek James Palmer,2,1016996
3404730,Revd Derek James Palmer,2,1064939
3415166,Roger Phillips,2,1130324
3415166,Roger Phillips,2,1110344
3416500,Andrew Parsons,2,1154238
3416500,Andrew Parsons,2,1177606
3434656,Lieutenant Colonel S Dixon,4,1040579
3434656,Lieutenant Colonel S Dixon,4,1155225
3434656,Lieutenant Colonel S Dixon,4,1115452
3434656,Lieutenant Colonel S Dixon,4,227864
3441819,Adam James Walker,3,268131
3441819,Adam James Walker,3,1057111
3441819,Adam James Walker,3,1057111
3441819,Adam James Walker,3,268131
3441819,Adam James Walker,3,282339
3450935,Rev Dr Nicholas John Bundock BSC MA PHD,2,501253
3450935,Rev Dr Nicholas John Bundock BSC MA PHD,2,501253
3450935,Rev Dr Nicholas John Bundock BSC MA PHD,2,1131669
3460060,David John Coleman,2,1133696
3460060,David John Coleman,2,1141832
3463045,Jane Franklin,2,1132549
3463045,Jane Franklin,2,1169272
3463045,Jane Franklin,2,1132549
3465060,Pastor Musa Bako,6,1169668
3465060,Pastor Musa Bako,6,1130145
3465060,Pastor Musa Bako,6,1111913
3465060,Pastor Musa Bako,6,1124483
3465060,Pastor Musa Bako,6,1084588
3465060,Pastor Musa Bako,6,1119496
3465181,Hilary Ann Lowe,3,1161501
3465181,Hilary Ann Lowe,3,1131669
3465181,Hilary Ann Lowe,3,501253
3465181,Hilary Ann Lowe,3,1131669
3465181,Hilary Ann Lowe,3,501253
3465181,Hilary Ann Lowe,3,1161501
3465181,Hilary Ann Lowe,3,501253
3465817,Patsy Mckie,2,1135348
3465817,Patsy Mckie,2,1121461
3465817,Patsy Mckie,2,1121461
3466075,The Reverend Canon Dr Christopher Andrew Bracegirdle,3,530002
3466075,The Reverend Canon Dr Christopher Andrew Bracegirdle,3,526373
3466075,The Reverend Canon Dr Christopher Andrew Bracegirdle,3,254012
3469412,Fazle Azeem,2,1168954
3469412,Fazle Azeem,2,1131763
3479477,David Leighton,2,228038
3479477,David Leighton,2,228038
3479477,David Leighton,2,250760
3480068,Ian Pearce,2,529866
3480068,Ian Pearce,2,1127044
3486626,Rev Rodney Hill,5,1137980
3486626,Rev Rodney Hill,5,1137980
3486626,Rev Rodney Hill,5,250311
3486626,Rev Rodney Hill,5,1135459
3486626,Rev Rodney Hill,5,1135459
3486626,Rev Rodney Hill,5,1136358
3486626,Rev Rodney Hill,5,1122640
3486626,Rev Rodney Hill,5,250311
3486626,Rev Rodney Hill,5,1122640
3486884,Ralph Whitaker Dransfield,4,250311
3486884,Ralph Whitaker Dransfield,4,1136358
3486884,Ralph Whitaker Dransfield,4,280356
3486884,Ralph Whitaker Dransfield,4,505201
3486884,Ralph Whitaker Dransfield,4,280356
3486884,Ralph Whitaker Dransfield,4,505201
3486884,Ralph Whitaker Dransfield,4,250311
3486884,Ralph Whitaker Dransfield,4,280356
3486884,Ralph Whitaker Dransfield,4,1136358
3486884,Ralph Whitaker Dransfield,4,1136358
3486884,Ralph Whitaker Dransfield,4,250311
3486884,Ralph Whitaker Dransfield,4,505201
3486884,Ralph Whitaker Dransfield,4,250311
3486885,Ian Bertram Harrison,6,280356
3486885,Ian Bertram Harrison,6,275207
3486885,Ian Bertram Harrison,6,1160005
3486885,Ian Bertram Harrison,6,1136358
3486885,Ian Bertram Harrison,6,250311
3486885,Ian Bertram Harrison,6,505201
3486885,Ian Bertram Harrison,6,505201
3486885,Ian Bertram Harrison,6,280356
3486885,Ian Bertram Harrison,6,275207
3486885,Ian Bertram Harrison,6,1160005
3486885,Ian Bertram Harrison,6,1136358
3486885,Ian Bertram Harrison,6,250311
3486885,Ian Bertram Harrison,6,250311
3486885,Ian Bertram Harrison,6,275207
3486885,Ian Bertram Harrison,6,505201
3486885,Ian Bertram Harrison,6,280356
3486885,Ian Bertram Harrison,6,1160005
3486885,Ian Bertram Harrison,6,1136358
3486885,Ian Bertram Harrison,6,1160005
3486885,Ian Bertram Harrison,6,275207
3486885,Ian Bertram Harrison,6,250311
3489626,Lawrence John Yarwood,2,530002
3489626,Lawrence John Yarwood,2,1133863
3497590,Rev Karl Stanfield,2,526675
3497590,Rev Karl Stanfield,2,1159881
3497590,Rev Karl Stanfield,2,526675
3498408,Professor Alison Ritter,2,1177654
3498408,Professor Alison Ritter,2,1132454
3513683,Hamish Beck,3,505121
3513683,Hamish Beck,3,313186
3513683,Hamish Beck,3,510668
3513683,Hamish Beck,3,313186
3513683,Hamish Beck,3,510668
3513683,Hamish Beck,3,505121
3513683,Hamish Beck,3,313186
3519226,Peter Mykola Ptashko,3,1092827
3519226,Peter Mykola Ptashko,3,1144146
3519226,Peter Mykola Ptashko,3,1124784
3520046,Denise Mccoy,2,1134150
3520046,Denise Mccoy,2,1064939
3535399,Margaret Marianne Walker,3,1188851
3535399,Margaret Marianne Walker,3,1129953
3535399,Margaret Marianne Walker,3,1132944
3535973,Christine Davis,2,1135067
3535973,Christine Davis,2,1142217
3535974,Angela Marie Doyle,2,1143643
3535974,Angela Marie Doyle,2,1135067
3540235,Rev Jennifer Ann Impey,4,1131208
3540235,Rev'd Jenny Impey,4,250311
3540235,Rev Jennifer Ann Impey,4,1136358
3540235,Rev Jennifer Ann Impey,4,267020
3540235,Rev'd Jenny Impey,4,267020
3540235,Rev'd Jenny Impey,4,1131208
3540235,Rev Jennifer Ann Impey,4,250311
3540639,Helen Rosemary Knox,3,1111276
3540639,Rosemary Knox,3,1111276
3540639,Rosemary Knox,3,1070668
3540639,Rosemary Knox,3,1077564
3540639,Helen Rosemary Knox,3,1070668
3549207,Paul Timothy David Bevan,2,1128959
3549207,Paul Timothy David Bevan,2,1165564
3551472,Jo-Anne Gee Optional,2,521245
3551472,Jo-Anne Gee Optional,2,513929
3553104,John Brent Williams M Eng,2,1188245
3553104,John Brent Williams M Eng,2,1021798
3555760,Graham Rollason Danbury,3,1173147
3555760,Graham Rollason Danbury,3,280356
3555760,Graham Rollason Danbury,3,250311
3555760,Graham Rollason Danbury,3,250311
3555760,Graham Rollason Danbury,3,1173147
3557392,Dr Sarah Hibberd,2,262506
3557392,Dr Sarah Hibberd,2,222410
3557722,Janet Slade,4,210037
3557722,Janet Slade,4,237698
3557722,Janet Slade,4,1134425
3557722,Janet Slade,4,1026351
3558453,Mark Jonathan Vermes,2,1131669
3558453,Mark Jonathan Vermes,2,1131669
3558453,Mark Jonathan Vermes,2,1134462
3564639,Dr Dwight D Swanson,2,1138880
3564639,Dr Dwight D Swanson,2,1138880
3564639,Dr Dwight D Swanson,2,1166806
3570341,Heather Steward,2,1135067
3570341,Heather Steward,2,511078
3570350,Jonny Wineberg,2,1007325
3570350,Jonny Wineberg,2,259181
3570350,Jonny Wineberg,2,259181
3572005,John Edward Partington,2,1166678
3572005,John Edward Partington,2,1052608
3576326,Professor Margaret Anne Pearson,2,526662
3576326,Professor Margaret Anne Pearson,2,214684
3576483,Helen Margaret Gregory,2,1159781
3576483,Margaret Gregory,2,223418
3576483,Helen Margaret Gregory,2,223418
3588161,John Spatchet,2,1134712
3588161,John Spatchet,2,272271
3590753,Julie Denby,3,225116
3590753,Julie Denby,3,249657
3590753,Julie Denby,3,235916
3590753,Julie Denby,3,225116
3590753,Julie Denby,3,235916
3590753,Julie Denby,3,225116
3590753,Julie Denby,3,249657
3598255,Paul Haddon,2,1145791
3598255,Paul Haddon,2,1163076
3598257,Andrew Gutmann,2,1163076
3598257,Andrew Gutmann,2,1145791
3600836,Sam Ward,5,1176017
3600836,Sam Ward,5,1140661
3600836,Sam Ward,5,1147494
3600836,Sam Ward,5,1176017
3600836,Sam Ward,5,1137323
3600836,Sam Ward,5,1137323
3600836,Sam Ward,5,1140661
3602388,Rev Philip Rawlings,2,1110344
3602388,Rev Philip Rawlings,2,328492
3606763,William Beecroft,2,1029099
3606763,William Beecroft,2,251980
3607113,Peter James-Robinson,4,249657
3607113,Peter James-Robinson,4,225116
3607113,Peter James-Robinson,4,235916
3607113,Peter James-Robinson,4,249657
3607113,Peter James-Robinson,4,224271
3607113,Peter James-Robinson,4,224271
3607113,Peter James-Robinson,4,225116
3607113,Peter James-Robinson,4,235916
3607113,Peter James-Robinson,4,249657
3607113,Peter James-Robinson,4,235916
3607113,Peter James-Robinson,4,225116
3607113,Peter James-Robinson,4,224271
3607113,Peter James-Robinson,4,224271
3613074,Simon Geoffrey Thompson,2,1067272
3613074,Simon Geoffrey Thompson,2,314302
3618894,Canon Catherine Hilton,3,249424
3618894,Canon Catherine Hilton,3,250086
3618894,Canon Catherine Hilton,3,249424
3618894,Canon Catherine Hilton,3,240531
3618894,Canon Catherine Hilton,3,240531
3622489,Gill Alcock,2,236453
3622489,Gillian Alcock,2,236453
3622489,Gillian Alcock,2,502002
3623755,Nick Reed,2,516351
3623755,Nick Reed,2,1141227
3625248,Dr Ephraim Ifeanyi Ezeh Ph.d,3,1166436
3625248,Dr Ephraim Ifeanyi Ezeh Ph.d,3,1146328
3625248,Dr Ephraim Ifeanyi Ezeh Ph.d,3,1146328
3625249,"Innocentia Chinyere Ezeh Ba, Ma.",2,1166436
